2056,"[849202, 1082185, 6534178, 5978656, 1005186]"
2055,"[6979437, 1082185, 6534178, 5978656, 1005186]"
2053,"[1013928, 1082185, 6534178, 1029743, 5978656]"
2050,"[6979415, 1082185, 6534178, 5978656, 1005186]"
2049,"[977927, 1082185, 6534178, 5978656, 1005186]"
2048,"[849202, 1082185, 6534178, 5978656, 1005186]"
2047,"[10198378, 979707, 6534178, 5978656, 1005186]"
2046,"[942077, 1082185, 6534178, 5978656, 1005186]"
2045,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2043,"[974156, 1082185, 6534178, 1029743, 5978656]"
2041,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2040,"[948670, 1082185, 6534178, 1029743, 5978656]"
2038,"[860248, 1082185, 6534178, 5978656, 1005186]"
2037,"[849202, 1082185, 6534178, 5978656, 1005186]"
2036,"[1110111, 1082185, 6534178, 5978656, 1005186]"
2035,"[829291, 1082185, 6534178, 5978656, 1005186]"
2034,"[919766, 900802, 6534178, 1029743, 5978656]"
2033,"[12262830, 890610, 1082185, 6534178, 1029743]"
2030,"[1088910, 825541, 6534178, 5978656, 1005186]"
2029,"[13416117, 1082185, 6534178, 1029743, 5978656]"
2028,"[865907, 1082185, 6534178, 5978656, 1005186]"
2027,"[1088771, 1037863, 6534178, 5978656, 1005186]"
2025,"[826666, 1082185, 6534178, 5978656, 1005186]"
2024,"[894499, 1082185, 6534178, 5978656, 1005186]"
2023,"[860248, 1082185, 6534178, 5978656, 1005186]"
2022,"[1048257, 1082185, 6534178, 5978656, 1005186]"
2021,"[1103808, 870515, 6534178, 1029743, 5978656]"
2020,"[13213240, 1037863, 6534178, 5978656, 1005186]"
2019,"[970866, 1082185, 6534178, 5978656, 1005186]"
2018,"[13213240, 1082185, 6534178, 5978656, 1005186]"
2017,"[9488065, 1082185, 6534178, 5978656, 1005186]"
2015,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2014,"[1103808, 1082185, 6534178, 1029743, 5978656]"
2013,"[919766, 1082185, 6534178, 1029743, 5978656]"
2012,"[1103808, 1082185, 6534178, 1029743, 5978656]"
2011,"[12262778, 1082185, 6534178, 1029743, 5978656]"
2010,"[826666, 1082185, 6534178, 5978656, 1005186]"
2008,"[1034176, 1082185, 6534178, 5978656, 1005186]"
2007,"[833940, 1082185, 6534178, 1029743, 5978656]"
2006,"[948670, 1082185, 6534178, 1029743, 5978656]"
2005,"[1134483, 1082185, 6534178, 5978656, 1005186]"
2004,"[5590965, 1082185, 6534178, 1029743, 5978656]"
2003,"[894499, 1082185, 6534178, 5978656, 1005186]"
2002,"[926823, 1082185, 6534178, 5978656, 1005186]"
2001,"[1106872, 1082185, 6534178, 5978656, 1005186]"
2000,"[9835223, 1082185, 6534178, 1029743, 5978656]"
1999,"[848029, 1082185, 6534178, 1029743, 5978656]"
1998,"[1004436, 1082185, 6534178, 5978656, 1005186]"
1997,"[860248, 1082185, 6534178, 5978656, 1005186]"
1996,"[1014732, 1082185, 6534178, 5978656, 1005186]"
1995,"[1061228, 1082185, 6534178, 1029743, 5978656]"
1994,"[7410217, 1082185, 6534178, 5978656, 1005186]"
1993,"[901067, 1082185, 6534178, 5978656, 1005186]"
1992,"[1018818, 1082185, 6534178, 5978656, 1005186]"
1991,"[848029, 1082185, 6534178, 1029743, 5978656]"
1990,"[866548, 1082185, 6534178, 5978656, 1005186]"
1989,"[879734, 1082185, 6534178, 5978656, 1005186]"
1988,"[826666, 1082185, 6534178, 5978656, 1005186]"
1987,"[12262778, 1082185, 6534178, 1029743, 5978656]"
1986,"[848029, 1082185, 6534178, 1029743, 5978656]"
1985,"[834396, 1082185, 6534178, 1029743, 5978656]"
1983,"[860248, 1082185, 6534178, 5978656, 1005186]"
1982,"[1130729, 1082185, 6534178, 5978656, 1005186]"
1981,"[849202, 1037863, 6534178, 5978656, 1005186]"
1980,"[6979415, 1082185, 6534178, 5978656, 1005186]"
1979,"[977927, 1082185, 6534178, 5978656, 1005186]"
1978,"[1118946, 1082185, 6534178, 5978656, 1005186]"
1976,"[1013928, 1082185, 6534178, 1029743, 5978656]"
1975,"[1110111, 1082185, 6534178, 5978656, 1005186]"
1972,"[1069863, 1082185, 6534178, 1029743, 5978656]"
1971,"[826666, 1082185, 6534178, 5978656, 1005186]"
1970,"[1002787, 1082185, 6534178, 1029743, 5978656]"
1969,"[12262830, 1082185, 6534178, 1029743, 5978656]"
1968,"[926823, 1082185, 6534178, 5978656, 1005186]"
1967,"[959737, 1082185, 6534178, 5978656, 1005186]"
1966,"[970866, 1082185, 6534178, 5978656, 1005186]"
1965,"[12262830, 1082185, 6534178, 1029743, 5978656]"
1964,"[948670, 1082185, 6534178, 1029743, 5978656]"
1963,"[1110111, 1082185, 6534178, 5978656, 1005186]"
1962,"[958594, 1082185, 6534178, 1029743, 5978656]"
1961,"[1061228, 1082185, 6534178, 1029743, 5978656]"
1960,"[12731432, 1082185, 6534178, 1029743, 5978656]"
1958,"[848029, 1082185, 6534178, 1029743, 5978656]"
